,funcao,qtd_terceirizados,data
59,Instrumentação Técnica,1,2022-10-01
60,Jardineiro,10,2022-10-01
61,Jauzeiro,4,2022-10-01
62,Lavador,6,2022-10-01
63,Linux / Unix,1,2022-10-01
64,Lustrador,2,2022-10-01
65,Manutenção Técnica,1,2022-10-01
66,Maquiador / Cabelereiro / Figurinista,1,2022-10-01
67,Marceneiro,6,2022-10-01
68,Meio Oficial Eletricista,3,2022-10-01
69,Mensageiro,42,2022-10-01
70,Mensageiro com terno,69,2022-10-01
71,Monitor de Automação da Central (diurno),1,2022-10-01
72,Monitor de Automação da Central (noturno),1,2022-10-01
73,Monitor de Operação CAG (diurno),2,2022-10-01
74,Monitor de operação CAG noturno,2,2022-10-01
75,Monitoração,18,2022-10-01
76,Motorista,26,2022-10-01
77,OPERADOR MONITOR DE CENTRAL ELETRÔNICA,1,2022-10-01
78,Oficial Eletricista,15,2022-10-01
79,Op. de Camera UPE,4,2022-10-01
80,Operador da Central de Detecção,1,2022-10-01
81,Operador da Central de Supervisão Predial,2,2022-10-01
82,Operador de Máquina de Caracteres,1,2022-10-01
83,Operador de Mídia Audiovisual,1,2022-10-01
84,Operador de Video,2,2022-10-01
85,Operador de Áudio,1,2022-10-01
86,Pintor,4,2022-10-01
87,Preparador de Documentos,17,2022-10-01
88,Preposto,1,2022-10-01
89,"Produtor de Jornalismo, Rádio e TV",5,2022-10-01
90,Professora de creche - pedagoga,1,2022-10-01
91,Recepcionista,119,2022-10-01
92,Reporter de Radio e TV,3,2022-10-01
93,Reporter de Radio e TV / Apresentador,2,2022-10-01
94,Revisor de texto,8,2022-10-01
95,Servente,135,2022-10-01
96,Servente - Área da Saúde,10,2022-10-01
97,Sonoplasta,2,2022-10-01
98,Supervisor,26,2022-10-01
99,Supervisor Administrativo,1,2022-10-01
100,Supervisor Geral de Serventes,1,2022-10-01
101,Supervisor Técnico - Engenheiro Civil,1,2022-10-01
102,Supervisor Técnico - Engenheiro Elétrico,1,2022-10-01
103,Supervisor Técnico - Engenheiro Mecânico,1,2022-10-01
104,Supervisor Técnico-Operacional de Radio e TV,2,2022-10-01
105,Supervisor com formação em Tecnologia da Informação (CBO 1425-35),1,2022-10-01
106,Supervisor de 1º Nivel,3,2022-10-01
107,Supervisor de 2º Nivel,2,2022-10-01
108,Supervisor de Documentação,1,2022-10-01
109,Supervisor de Marcenaria,2,2022-10-01
110,Supervisor de Serviços Admnistrativos,1,2022-10-01
111,Supervisor de Vigilância,6,2022-10-01
112,Supervisora,1,2022-10-01
113,TECNICO EM ELETRÔNICA,2,2022-10-01
114,Telefonista,8,2022-10-01
115,Triagem de chamados,2,2022-10-01
116,TÉCNICO EM ELETRÔNICA,1,2022-10-01
117,TÉCNICO EM ELETRÔNICA MULTIMÍDIA,2,2022-10-01
118,TÉCNICO EM ELETRÔNICA PLANTÃO DIURNO,2,2022-10-01
119,TÉCNICO EM ELETRÔNICA PLANTÃO NOTURNO,2,2022-10-01
120,Técnico 1º Nivel,26,2022-10-01
121,Técnico 1º Nível - SACE,12,2022-10-01
122,Técnico Atendimento Suporte Presencial - ASP,20,2022-10-01
123,Técnico Atendimento Suporte Presencial - Judiciária,1,2022-10-01
124,Técnico Manutenção de Hardware,2,2022-10-01
125,Técnico de Elevador Residente,1,2022-10-01
126,Técnico de Suporte,2,2022-10-01
127,Técnico de telecomunicações (telefonia) (CBO 3133-15),6,2022-10-01
128,Técnico em Cabeamento e Rede Estruturada,4,2022-10-01
129,Técnico em Eletrotécnica,2,2022-10-01
130,Técnico em Estocagem e Movimentação de Bens,28,2022-10-01
131,Técnico em Manutenção de Edificações,1,2022-10-01
132,Técnico em Máquinas,1,2022-10-01
133,Técnico em Refrigeração e ar condicionado,1,2022-10-01
134,Técnico em Secretariado,177,2022-10-01
135,Técnico em Telecomunicações Sênior,1,2022-10-01
136,Vigilante,90,2022-10-01
137,Vigilante Diurno 12x36,33,2022-10-01
138,Vigilante Noturno 12x36,32,2022-10-01
139,Windows,1,2022-10-01
140,pedreiro,4,2022-10-01
141,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2022-10-01
0,AUXILIAR TECNICO EM ELETRÔNICA,2,2022-11-01
1,Agente de Segurança Pessoal Privada,173,2022-11-01
2,Agente de Segurança Pessoal Privada Supervisor de Serviços,9,2022-11-01
3,Almoxarife,1,2022-11-01
4,Almoxarife Técnico,2,2022-11-01
5,Analista Jr.,3,2022-11-01
6,Analista Programador Java de nível Pleno,30,2022-11-01
7,Analista Suporte Técnico Informática,16,2022-11-01
8,Analista de Rede,3,2022-11-01
9,Armazenamento,1,2022-11-01
10,Ascensorista,33,2022-11-01
11,Assistente administrativo (CBO 4110-10),2,2022-11-01
12,Assistente de Fotografia,2,2022-11-01
13,Assistente de Supervisão,1,2022-11-01
14,Auxiliar Administrativo,6,2022-11-01
15,Auxiliar de Biblioteca,12,2022-11-01
16,Auxiliar de Higienização de Livros,1,2022-11-01
17,Auxiliar de Higienização e Acondicionamento de Acervos,6,2022-11-01
18,Auxiliar de Manutenção Predial,15,2022-11-01
19,Auxiliar de Marcenaria,3,2022-11-01
20,Auxiliar de Operador de Camera UPE,6,2022-11-01
21,Auxiliar de Serviços Administrativos,1,2022-11-01
22,Auxiliar de Serviços Gerais,15,2022-11-01
23,Auxiliar de creche,22,2022-11-01
24,BDS - Cyber Security - MS,3,2022-11-01
25,Backup,1,2022-11-01
26,Banco de Dados,2,2022-11-01
27,Bombeiro Civil Diurno 12X36,1,2022-11-01
28,Bombeiro Civil Líder,1,2022-11-01
29,Bombeiro Civil Mestre,1,2022-11-01
30,Bombeiro Civil Noturno 12X36,8,2022-11-01
31,Bombeiro Hidráulico,8,2022-11-01
32,Bomberiro Civil Diurno 12X36,19,2022-11-01
33,Cerimonialista,2,2022-11-01
34,Chefe de Reportagem de Rádio e TV,1,2022-11-01
35,Copeira,64,2022-11-01
36,Copeiro,2,2022-11-01
37,Cozinheira,4,2022-11-01
38,Desenhista / Videografista,3,2022-11-01
39,Desenhista em CAD,1,2022-11-01
40,Designer Gráfico Júnior,4,2022-11-01
41,Designer Gráfico Pleno,5,2022-11-01
42,Designer Gráfico Sênior,2,2022-11-01
43,Digitalizador,122,2022-11-01
44,Diretor de Imagem de TV - DTV,1,2022-11-01
45,ENGENHEIRO DE SISTEMAS,1,2022-11-01
46,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",6,2022-11-01
47,Editor de Texto TV,4,2022-11-01
48,Editor de Texto de Radio,2,2022-11-01
49,Encarregado de Elétrica,2,2022-11-01
50,Encarregado de Hidráulica,1,2022-11-01
51,Encarregado de Jardinagem,1,2022-11-01
52,Engenheiro Eletricista,1,2022-11-01
53,Garçom,38,2022-11-01
54,Garçonete,3,2022-11-01
55,Gerente técnico / Preposto,1,2022-11-01
56,Gesseiro,2,2022-11-01
57,Iluminador,1,2022-11-01
58,Impressor Digital,7,2022-11-01
59,Instrumentação Técnica,1,2022-11-01
60,Jardineiro,10,2022-11-01
61,Jauzeiro,4,2022-11-01
62,Lavador,6,2022-11-01
63,Linux / Unix,1,2022-11-01
64,Lustrador,2,2022-11-01
65,Manutenção Técnica,1,2022-11-01
66,Maquiador / Cabelereiro / Figurinista,1,2022-11-01
67,Marceneiro,6,2022-11-01
68,Meio Oficial Eletricista,3,2022-11-01
69,Mensageiro,42,2022-11-01
70,Mensageiro com terno,70,2022-11-01
71,Monitor de Automação da Central (diurno),1,2022-11-01
72,Monitor de Automação da Central (noturno),1,2022-11-01
73,Monitor de Operação CAG (diurno),2,2022-11-01
74,Monitor de operação CAG noturno,2,2022-11-01
75,Monitoração,18,2022-11-01
76,Motorista,26,2022-11-01
77,OPERADOR MONITOR DE CENTRAL ELETRÔNICA,1,2022-11-01
78,Oficial Eletricista,15,2022-11-01
79,Op. de Camera UPE,4,2022-11-01
80,Operador da Central de Detecção,1,2022-11-01
81,Operador da Central de Supervisão Predial,2,2022-11-01
82,Operador de Máquina de Caracteres,1,2022-11-01
83,Operador de Mídia Audiovisual,1,2022-11-01
84,Operador de Video,2,2022-11-01
85,Operador de Áudio,1,2022-11-01
86,Pedreiro,4,2022-11-01
87,Pintor,4,2022-11-01
88,Preparador de Documentos,17,2022-11-01
89,Preposto,1,2022-11-01
90,"Produtor de Jornalismo, Rádio e TV",5,2022-11-01
91,Professora de creche - pedagoga,1,2022-11-01
92,Recepcionista,118,2022-11-01
93,Reporter de Radio e TV,3,2022-11-01
94,Reporter de Radio e TV / Apresentador,2,2022-11-01
95,Revisor de texto,8,2022-11-01
96,Servente,134,2022-11-01
97,Servente - Área da Saúde,10,2022-11-01
98,Sonoplasta,2,2022-11-01
99,Supervisor,26,2022-11-01
100,Supervisor Administrativo,1,2022-11-01
101,Supervisor Geral de Serventes,1,2022-11-01
102,Supervisor Técnico - Engenheiro Civil,1,2022-11-01
103,Supervisor Técnico - Engenheiro Elétrico,1,2022-11-01
104,Supervisor Técnico - Engenheiro Mecânico,1,2022-11-01
105,Supervisor Técnico-Operacional de Radio e TV,2,2022-11-01
106,Supervisor com formação em Tecnologia da Informação (CBO 1425-35),1,2022-11-01
107,Supervisor de 1º Nivel,3,2022-11-01
108,Supervisor de 2º Nivel,2,2022-11-01
109,Supervisor de Documentação,1,2022-11-01
110,Supervisor de Marcenaria,2,2022-11-01
111,Supervisor de Serviços Admnistrativos,1,2022-11-01
112,Supervisor de Vigilância,6,2022-11-01
113,Supervisora,1,2022-11-01
114,TECNICO EM ELETRÔNICA,2,2022-11-01
115,Telefonista,8,2022-11-01
116,Triagem de chamados,2,2022-11-01
117,TÉCNICO EM ELETRÔNICA,1,2022-11-01
118,TÉCNICO EM ELETRÔNICA MULTIMÍDIA,2,2022-11-01
119,TÉCNICO EM ELETRÔNICA PLANTÃO DIURNO,2,2022-11-01
120,TÉCNICO EM ELETRÔNICA PLANTÃO NOTURNO,2,2022-11-01
121,Técnico 1º Nivel,26,2022-11-01
122,Técnico 1º Nível - SACE,12,2022-11-01
123,Técnico Atendimento Suporte Presencial - ASP,20,2022-11-01
124,Técnico Atendimento Suporte Presencial - Judiciária,1,2022-11-01
125,Técnico Manutenção de Hardware,2,2022-11-01
126,Técnico de Elevador Residente,1,2022-11-01
127,Técnico de Suporte,2,2022-11-01
128,Técnico de telecomunicações (telefonia) (CBO 3133-15),6,2022-11-01
129,Técnico em Cabeamento e Rede Estruturada,4,2022-11-01
130,Técnico em Eletrotécnica,2,2022-11-01
131,Técnico em Estocagem e Movimentação de Bens,28,2022-11-01
132,Técnico em Manutenção de Edificações,1,2022-11-01
133,Técnico em Máquinas,1,2022-11-01
134,Técnico em Refrigeração e ar condicionado,1,2022-11-01
135,Técnico em Secretariado,177,2022-11-01
136,Técnico em Telecomunicações Sênior,1,2022-11-01
137,Vigilante,90,2022-11-01
138,Vigilante Diurno 12x36,33,2022-11-01
139,Vigilante Noturno 12x36,32,2022-11-01
140,Windows,1,2022-11-01
141,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2022-11-01
0,AUXILIAR TECNICO EM ELETRÔNICA,2,2022-12-01
1,Agente de Segurança Pessoal Privada,173,2022-12-01
2,Agente de Segurança Pessoal Privada Supervisor de Serviços,9,2022-12-01
3,Almoxarife,1,2022-12-01
4,Almoxarife Técnico,2,2022-12-01
5,Analista Jr.,3,2022-12-01
6,Analista Programador Java de nível Pleno,30,2022-12-01
7,Analista Suporte Técnico Informática,16,2022-12-01
8,Analista de Rede,3,2022-12-01
9,Armazenamento,1,2022-12-01
10,Ascensorista,33,2022-12-01
11,Assistente administrativo (CBO 4110-10),2,2022-12-01
12,Assistente de Fotografia,2,2022-12-01
13,Assistente de Supervisão,1,2022-12-01
14,Auxiliar Administrativo,6,2022-12-01
15,Auxiliar de Biblioteca,12,2022-12-01
16,Auxiliar de Higienização de Livros,1,2022-12-01
17,Auxiliar de Higienização e Acondicionamento de Acervos,6,2022-12-01
18,Auxiliar de Manutenção Predial,17,2022-12-01
19,Auxiliar de Marcenaria,3,2022-12-01
20,Auxiliar de Operador de Camera UPE,6,2022-12-01
21,Auxiliar de Serviços Administrativos,1,2022-12-01
22,Auxiliar de Serviços Gerais,15,2022-12-01
23,Auxiliar de creche,22,2022-12-01
24,BDS - Cyber Security - MS,3,2022-12-01
25,Backup,1,2022-12-01
26,Banco de Dados,2,2022-12-01
27,Bombeiro Civil Diurno 12X36,1,2022-12-01
28,Bombeiro Civil Líder,1,2022-12-01
29,Bombeiro Civil Mestre,1,2022-12-01
30,Bombeiro Civil Noturno 12X36,8,2022-12-01
31,Bombeiro Hidráulico,8,2022-12-01
32,Bomberiro Civil Diurno 12X36,19,2022-12-01
33,Cerimonialista,2,2022-12-01
34,Chefe de Reportagem de Rádio e TV,1,2022-12-01
35,Copeira,64,2022-12-01
36,Copeiro,2,2022-12-01
37,Cozinheira,4,2022-12-01
38,Desenhista / Videografista,3,2022-12-01
39,Desenhista em CAD,1,2022-12-01
40,Designer Gráfico Júnior,4,2022-12-01
41,Designer Gráfico Pleno,5,2022-12-01
42,Designer Gráfico Sênior,2,2022-12-01
43,Digitalizador,122,2022-12-01
44,Diretor de Imagem de TV - DTV,1,2022-12-01
45,ENGENHEIRO DE SISTEMAS,1,2022-12-01
46,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",6,2022-12-01
47,Editor de Texto TV,4,2022-12-01
48,Editor de Texto de Radio,2,2022-12-01
49,Encarregado de Elétrica,2,2022-12-01
50,Encarregado de Hidráulica,1,2022-12-01
51,Encarregado de Jardinagem,1,2022-12-01
52,Engenheiro Eletricista,1,2022-12-01
53,Garçom,38,2022-12-01
54,Garçonete,3,2022-12-01
55,Gerente técnico / Preposto,1,2022-12-01
56,Gesseiro,2,2022-12-01
57,Iluminador,1,2022-12-01
58,Impressor Digital,7,2022-12-01
59,Instrumentação Técnica,1,2022-12-01
60,Jardineiro,10,2022-12-01
61,Jauzeiro,4,2022-12-01
62,Lavador,6,2022-12-01
63,Linux / Unix,1,2022-12-01
64,Lustrador,2,2022-12-01
65,Manutenção Técnica,1,2022-12-01
66,Maquiador / Cabelereiro / Figurinista,1,2022-12-01
67,Marceneiro,6,2022-12-01
68,Meio Oficial Eletricista,3,2022-12-01
69,Mensageiro,41,2022-12-01
70,Mensageiro com terno,70,2022-12-01
71,Monitor de Automação da Central (diurno),1,2022-12-01
72,Monitor de Automação da Central (noturno),1,2022-12-01
73,Monitor de Operação CAG (diurno),2,2022-12-01
74,Monitor de operação CAG noturno,2,2022-12-01
75,Monitoração,18,2022-12-01
76,Motorista,26,2022-12-01
77,OPERADOR MONITOR DE CENTRAL ELETRÔNICA,1,2022-12-01
78,Oficial Eletricista,14,2022-12-01
79,Op. de Camera UPE,4,2022-12-01
80,Operador da Central de Detecção,1,2022-12-01
81,Operador da Central de Supervisão Predial,2,2022-12-01
82,Operador de Máquina de Caracteres,1,2022-12-01
83,Operador de Mídia Audiovisual,1,2022-12-01
84,Operador de Video,2,2022-12-01
85,Operador de Áudio,1,2022-12-01
86,Pedreiro,4,2022-12-01
87,Pintor,3,2022-12-01
88,Preparador de Documentos,17,2022-12-01
89,Preposto,1,2022-12-01
90,"Produtor de Jornalismo, Rádio e TV",5,2022-12-01
91,Professora de creche - pedagoga,1,2022-12-01
92,Recepcionista,119,2022-12-01
93,Reporter de Radio e TV,3,2022-12-01
94,Reporter de Radio e TV / Apresentador,2,2022-12-01
95,Revisor de texto,8,2022-12-01
96,Servente,134,2022-12-01
97,Servente - Área da Saúde,10,2022-12-01
98,Sonoplasta,2,2022-12-01
99,Supervisor,26,2022-12-01
100,Supervisor Administrativo,1,2022-12-01
101,Supervisor Geral de Serventes,1,2022-12-01
102,Supervisor Técnico - Engenheiro Civil,1,2022-12-01
103,Supervisor Técnico - Engenheiro Elétrico,1,2022-12-01
104,Supervisor Técnico - Engenheiro Mecânico,1,2022-12-01
105,Supervisor Técnico-Operacional de Radio e TV,2,2022-12-01
106,Supervisor com formação em Tecnologia da Informação (CBO 1425-35),1,2022-12-01
107,Supervisor de 1º Nivel,3,2022-12-01
108,Supervisor de 2º Nivel,2,2022-12-01
109,Supervisor de Documentação,1,2022-12-01
110,Supervisor de Marcenaria,2,2022-12-01
111,Supervisor de Serviços Admnistrativos,1,2022-12-01
112,Supervisor de Vigilância,6,2022-12-01
113,Supervisora,1,2022-12-01
114,TECNICO EM ELETRÔNICA,2,2022-12-01
115,Telefonista,8,2022-12-01
116,Triagem de chamados,2,2022-12-01
117,TÉCNICO EM ELETRÔNICA,1,2022-12-01
118,TÉCNICO EM ELETRÔNICA MULTIMÍDIA,2,2022-12-01
119,TÉCNICO EM ELETRÔNICA PLANTÃO DIURNO,2,2022-12-01
120,TÉCNICO EM ELETRÔNICA PLANTÃO NOTURNO,2,2022-12-01
121,Técnico 1º Nivel,26,2022-12-01
122,Técnico 1º Nível - SACE,12,2022-12-01
123,Técnico Atendimento Suporte Presencial - ASP,20,2022-12-01
124,Técnico Atendimento Suporte Presencial - Judiciária,1,2022-12-01
125,Técnico Manutenção de Hardware,2,2022-12-01
126,Técnico de Elevador Residente,1,2022-12-01
127,Técnico de Suporte,2,2022-12-01
128,Técnico de telecomunicações (telefonia) (CBO 3133-15),6,2022-12-01
129,Técnico em Cabeamento e Rede Estruturada,4,2022-12-01
130,Técnico em Eletrotécnica,2,2022-12-01
131,Técnico em Estocagem e Movimentação de Bens,28,2022-12-01
132,Técnico em Manutenção de Edificações,1,2022-12-01
133,Técnico em Máquinas,1,2022-12-01
134,Técnico em Refrigeração e ar condicionado,1,2022-12-01
135,Técnico em Secretariado,178,2022-12-01
136,Técnico em Telecomunicações Sênior,1,2022-12-01
137,Vigilante,90,2022-12-01
138,Vigilante Diurno 12x36,33,2022-12-01
139,Vigilante Noturno 12x36,32,2022-12-01
140,Windows,1,2022-12-01
141,"repórter fotográfico - realiza registro fotográfico de todos os eventos, ministros, etc",4,2022-12-01
0,AUXILIAR TECNICO EM ELETRÔNICA,2,2023-01-01
1,Agente de Segurança Pessoal Privada,173,2023-01-01
2,Agente de Segurança Pessoal Privada Supervisor de Serviços,9,2023-01-01
3,Almoxarife,1,2023-01-01
4,Almoxarife Técnico,2,2023-01-01
5,Analista Jr.,3,2023-01-01
6,Analista Programador Java de nível Pleno,30,2023-01-01
7,Analista Suporte Técnico Informática,16,2023-01-01
8,Analista de Rede,3,2023-01-01
9,Armazenamento,1,2023-01-01
10,Ascensorista,33,2023-01-01
11,Assistente administrativo (CBO 4110-10),2,2023-01-01
12,Assistente de Fotografia,2,2023-01-01
13,Assistente de Supervisão,1,2023-01-01
14,Auxiliar Administrativo,6,2023-01-01
15,Auxiliar de Biblioteca,13,2023-01-01
16,Auxiliar de Higienização de Livros,1,2023-01-01
17,Auxiliar de Higienização e Acondicionamento de Acervos,6,2023-01-01
18,Auxiliar de Manutenção Predial,17,2023-01-01
19,Auxiliar de Marcenaria,3,2023-01-01
20,Auxiliar de Operador de Camera UPE,6,2023-01-01
21,Auxiliar de Serviços Administrativos,1,2023-01-01
22,Auxiliar de Serviços Gerais,15,2023-01-01
23,Auxiliar de creche,22,2023-01-01
24,BDS - Cyber Security - MS,3,2023-01-01
25,Backup,1,2023-01-01
26,Banco de Dados,2,2023-01-01
27,Bombeiro Civil Diurno 12X36,17,2023-01-01
28,Bombeiro Civil Líder,2,2023-01-01
29,Bombeiro Civil Noturno 12X36,7,2023-01-01
30,Bombeiro Hidráulico,8,2023-01-01
31,Bomberiro Civil Diurno 12X36,3,2023-01-01
32,Cerimonialista,2,2023-01-01
33,Chefe de Reportagem de Rádio e TV,1,2023-01-01
34,Copeira,64,2023-01-01
35,Copeiro,2,2023-01-01
36,Cozinheira,4,2023-01-01
37,Desenhista / Videografista,3,2023-01-01
38,Desenhista em CAD,1,2023-01-01
39,Designer Gráfico Júnior,4,2023-01-01
40,Designer Gráfico Pleno,5,2023-01-01
41,Designer Gráfico Sênior,2,2023-01-01
42,Digitalizador,122,2023-01-01
43,Diretor de Imagem de TV - DTV,1,2023-01-01
44,ENGENHEIRO DE SISTEMAS,1,2023-01-01
45,"Editor de Imagem, Pós Prod. e Fin. de Vídeo",6,2023-01-01
46,Editor de Texto TV,4,2023-01-01
